question, answer
8.11. Hogyan határozható meg a vér hematokrit értéke. Mit ad meg?, A vér hematokrit értéke meghatározható egy vérminta centrifugálásával amely során a vörösvértestek leülepednek az aljára míg a plazma a tetején marad. A hematokrit érték a vörösvértestek térfogatának arányát jelenti a teljes vértérfogatban és százalékban fejezik ki. A hematokrit érték kiszámolható a következő képlettel: Hct (%) = (V_r / V_t) * 100 ahol V_r a vörösvértestek térfogata és V_t a teljes vértérfogat. A hematokrit érték fontos klinikai paraméter amely segít értékelni a vér oxigénszállító kapacitását és a vér összetételét.
8.12. Mi a vér hematokrit érték normál tartománya?, A vér hematokrit érték normál tartománya általában férfiaknál 40-54%; nőknél pedig 36-48% között van. Ezek az értékek azonban változhatnak életkor; egészségi állapot és egyéni különbségek függvényében. A hematokrit érték eltérései jelezhetnek különböző egészségügyi problémákat például vérszegénységet vagy dehidratációt.
8.13. Mit jelent az MCV rövidítés?, Az MCV rövidítés a "Mean Corpuscular Volume" kifejezést jelenti amely magyarul a "közepes vörösvértest térfogatot" jelenti. Az MCV egy laboratóriumi paraméter amely megmutatja a vörösvértestek átlagos térfogatát egy adott vérmintában. Az MCV értékét femtoliterben (fL) mérik és segít az orvosoknak a vörösvértestek méretének és típusának értékelésében különböző vérbetegségek diagnosztizálásához.
8.14. Hogyan határozzuk meg a vér egy alakos elemének átlagos térfogatát?, A vér egy alakos elemének átlagos térfogatát (például vörösvértestek) az MCV (Mean Corpuscular Volume) segítségével határozzuk meg.; Az MCV értékét a következő képlettel számoljuk ki:; MCV (fL) = (Hematokrit (%) / RBC szám (millió/μL)) * 10; ahol a Hematokrit a vörösvértestek térfogatának aránya a teljes vértérfogatban; és az RBC szám a vörösvértestek száma egy mikroliter vérben.; Az így kapott MCV érték femtoliterben (fL) adja meg az átlagos vörösvértest térfogatot.
8.15. Rutin preparálás során a mintákat 5000 rpm fordulatszámon centrifugáljuk egy olyan rotorban melynek maximális sugara 10 cm  minimális sugara pedig 5 cm. Számolja ki a centrifugális gyorsulást és a relatív gyorsulást a maximális sugárra vonatkozóan!,.
8.16. Mekkora erő hat egy 1 g tömegű részecskére 10 cm távolságban?, .
8.17. Rutin preparálás során a mintákat 10 cm sugarú rotorban 5000 rpm fordulatszámon centrifugáltuk. Új rotort használunk: sugara 15 cm. Mekkora fordulatszám kell hogy az RCF ugyanaz maradjon?, A centrifugális gyorsulás (RCF) arányos a sugárral (r) és a fordulatszám négyzetével (N^2). Tehát a következő egyenletet használhatjuk:; RCF1 = RCF2 ahol RCF1 a régi rotorral elért centrifugális gyorsulás és RCF2 az új rotorral elért centrifugális gyorsulás.; Mivel RCF = (4 * π^2 * r * N^2) / 60^2; (4 * π^2 * r1 * N1^2) / 60^2 = (4 * π^2 * r2 * N2^2) / 60^2; ahol r1 = 0.10 m és N1 = 5000 rpm; r2 = 0.15 m és N2 az ismeretlen fordulatszám.; Egyszerűsítve:; r1 * N1^2 = r2 * N2^2; Tehát:; N2^2 = (r1 / r2) * N1^2; N2 = sqrt((r1 / r2) * N1^2)= sqrt((0.10 m / 0.15 m) * (5000 rpm)^2); N2 ≈ 4082 rpm. tehát az új rotorral körülbelül 4082 rpm fordulatszám szükséges hogy az RCF ugyanaz maradjon.
8.18. Egy mintát a nehézségi gyorsulás 5000-szeresének megfelelő gyorsulással kell centrifugálni. A rotor sugara 10 cm. Mekkora legyen az rpm?,. 
8.19. Mennyi a vörösvértestek átlagos térfogata ha hematokrit = 0.4 és 1 mm³ vérben 5·10⁶ db vörösvértest található?, A vörösvértestek átlagos térfogata (MCV) kiszámolható a következő képlettel:; MCV = (Hematokrit / RBC szám) * 10^6; ahol Hematokrit = 0.4 és RBC szám = 5 * 10^6 db/mm³.; MCV = (0.4 / (5 * 10^6)) * 10^6; MCV = (0.4 / 5) * 10^6 = 0.08 * 10^6 = 80 fL.; Tehát a vörösvértestek átlagos térfogata körülbelül 80 femtoliter (fL).
8.20. Egy betegnél a VVT átlagos térfogata 92 fL és 1 mm³ vérben 4.6·10⁶ db VVT van. Számítsa ki a hematokrit értéket!, A hematokrit érték kiszámolható a következő képlettel:; Hematokrit = (MCV * RBC szám) / 10^6; ahol MCV = 92 fL és RBC szám = 4.6 * 10^6 db/mm³.; Hematokrit = (92 fL * 4.6 * 10^6) / 10^6; Hematokrit = 92 * 4.6 = 423.2 fL.; Mivel a hematokrit értéket százalékban fejezzük ki: Hematokrit (%) = 423.2 / 1000 ≈ 42.32%; Tehát a hematokrit érték körülbelül 42.32%.
9.01. Csoportosítsa a folyadékokat áramlastani szempontból?, A folyadékokat áramlástani szempontból két fő csoportba sorolhatjuk: valódi folyadékok és nem valódi folyadékok.; A valódi folyadékok olyan anyagok amelyek viszkozitással rendelkeznek és képesek ellenállni az áramlásnak például víz és olaj.; A nem valódi folyadékok olyan anyagok amelyek nem rendelkeznek viszkozitással vagy nagyon alacsony viszkozitással bírnak például szuperfolyékony hélium.; Ezen belül a valódi folyadékokat tovább lehet osztani newtoni és nem newtoni folyadékokra attól függően hogy a viszkozitásuk hogyan változik a nyírófeszültséggel.
9.02. Mi jellemzi a valódi es nem valódi folyadékokat?, A valódi folyadékokat jellemzi hogy rendelkeznek viszkozitással amely ellenállást fejt ki az áramlás ellen és energiaveszteséget okoz. Ezek a folyadékok képesek fenntartani egy állandó térfogatot és alakot a külső erők hatására.; Ezzel szemben a nem valódi folyadékok nem rendelkeznek viszkozitással vagy nagyon alacsony viszkozitással bírnak így nem képesek ellenállni az áramlásnak és könnyen deformálódnak.; A nem valódi folyadékok gyakran különleges tulajdonságokkal rendelkeznek például szuperfolyékony hélium amely képes áramlani anélkül hogy súrlódási veszteséget szenvedne.
9.03. Mi jellemzi a newtoni es nem newtoni folyadékokat?, A newtoni folyadékokat jellemzi hogy a viszkozitásuk állandó és független a nyírófeszültségtől vagy az áramlási sebességtől. Ez azt jelenti hogy a nyírófeszültség és az áramlási sebesség közötti kapcsolat lineáris.; Példák newtoni folyadékokra a víz és az olaj. Ezzel szemben a nem newtoni folyadékok viszkozitása változik a nyírófeszültséggel vagy az áramlási sebességgel. Ez azt jelenti hogy a nyírófeszültség és az áramlási sebesség közötti kapcsolat nem lineáris.; Példák nem newtoni folyadékokra a ketchup (shear-thinning) a kukoricakeményítő oldat (shear-thickening) és a vér (viszkoelasztikus tulajdonságokkal rendelkezik).
9.04. Milyen folyadéknak tekinthető az emberi vér?, Az emberi vér egy nem newtoni folyadéknak tekinthető mivel viszkoelasztikus tulajdonságokkal rendelkezik. A vér viszkozitása változik az áramlási sebességgel és a nyírófeszültséggel például alacsony áramlási sebességnél a vér viszkozitása magasabb míg magas áramlási sebességnél csökken. Ezen kívül a vér összetett keverék amely különböző alakos elemeket (például vörösvértestek fehérvérsejtek vérlemezkék) és plazmát tartalmaz ami tovább befolyásolja az áramlási tulajdonságait.
9.05. Mit ad mega kontinuitási egyenlet?, A kontinuitási egyenlet a folyadékok áramlásának megőrzési törvényét fejezi ki amely kimondja hogy egy zárt rendszerben a folyadék térfogata állandó marad. Matematikailag a kontinuitási egyenlet a következőképpen írható fel: A1 * v1 = A2 * v2 ahol A1 és A2 a folyadék keresztmetszeti területei két különböző ponton az áramlás irányában; és v1 és v2 a folyadék sebességei ezeken a pontokon. Ez azt jelenti hogy ha a keresztmetszeti terület csökken akkor a folyadék sebessége növekedni fog és fordítva hogy megőrizze a térfogatáramot.
9.06. Mit mond ki a Bernoulli-törvény?, A Bernoulli-törvény kimondja hogy egy ideális folyadék áramlása során a folyadék nyomása; sebessége és magassága között egyensúlyi kapcsolat áll fenn. Matematikailag a Bernoulli-egyenlet a következőképpen írható fel: P + 0.5 * ρ * v^2 + ρ * g * h = állandó ahol P a folyadék nyomása; ρ a folyadék sűrűsége; v a folyadék sebessége; g a gravitációs gyorsulás; és h a folyadék magassága egy adott ponton az áramlásban. Ez azt jelenti hogy ha a folyadék sebessége növekszik akkor a nyomása csökken és fordítva valamint ha a magasság nő akkor a nyomás csökken és fordítva.
9.07. Milyen folyadékokra érvényes a Bernoulli-törvény?, A Bernoulli-törvény ideális folyadékokra érvényes amelyek incompressible (összenyomhatatlan) és viszkózus (súrlódásmentes) tulajdonságokkal rendelkeznek. Ez azt jelenti hogy a folyadék sűrűsége állandó marad az áramlás során és nincs belső súrlódás amely energiaveszteséget okozna. A valóságban azonban a legtöbb folyadék nem ideális; így a Bernoulli-törvényt csak közelítőleg alkalmazhatjuk valós folyadékokra figyelembe véve a viszkozitás és egyéb tényezők hatását.
9.08. A Hagen-Poiseuille törvény alapján magyarázza meg mely paraméternek van kiemelt jelentősége a vérkeringés szempontjából?, A Hagen-Poiseuille törvény kimondja hogy egy viszkózus folyadék áramlási sebessége egy csőben függ a cső hosszától; sugárától; a folyadék viszkozitásától és a nyomáskülönbségtől a cső két végén. Matematikailag a törvény a következőképpen írható fel: Q = (π * ΔP * r^4) / (8 * η * L) ahol Q az áramlási sebesség; ΔP a nyomáskülönbség; r a cső sugara; η a folyadék viszkozitása; és L a cső hossza. A vérkeringés szempontjából kiemelt jelentősége van a cső (ér) sugarának mivel az áramlási sebesség negyedik hatványon függ a sugártól. Ez azt jelenti hogy még kis változás is az érsugárban jelentős hatással lehet a véráramlásra; például az érszűkület jelentősen csökkentheti a véráramlást.
9.09. Miért kell a szívnek túlnyomást alkalmaznia?, A szívnek túlnyomást kell alkalmaznia hogy legyőzze az érrendszer ellenállását és biztosítsa a vér megfelelő áramlását a test különböző részeibe.; A túlnyomás létrehozása lehetővé teszi hogy a vér áramoljon az artériákon keresztül a szervekhez és szövetekhez valamint visszatérjen a vénákon keresztül a szívbe.; Ha a szív nem alkalmazna túlnyomást akkor a vér nem tudna hatékonyan keringeni és a szervek nem kapnának elegendő oxigént és tápanyagot a megfelelő működéshez.
9.10. Hogyan olvassa le a vérnyomást Riva-Rocci készülékkel?, A vérnyomás Riva-Rocci készülékkel történő mérése során egy mandzsettát helyeznek a felkarra amelyet felfújnak hogy elzárják az artériát. Ezután lassan kiengedik a levegőt a mandzsettából miközben egy sztetoszkópot helyeznek az artéria fölé a könyök hajlatában.; Amikor a mandzsetta nyomása csökken addig a pontig ahol az első Korotkov-hangot hallani lehet (amikor a vér újra elkezd áramlani az elzárt artérián keresztül) akkor leolvassák a mandzsetta nyomását ez adja meg a szisztolés vérnyomást.; Folytatva a levegő kiengedését amikor a Korotkov-hangok eltűnnek akkor leolvassák a mandzsetta nyomását ismét ez adja meg a diasztolés vérnyomást.; Így a vérnyomás két értékét kapjuk meg: szisztolés és diasztolés nyomás.
9.11. Mi a pulzus nyomás. Hogyan határozható meg?, A pulzus nyomás a szisztolés és diasztolés vérnyomás közötti különbséget jelenti. Matematikailag a pulzus nyomás a következőképpen számolható ki: Pulzus nyomás = Szisztolés vérnyomás - Diasztolés vérnyomás Például ha a szisztolés vérnyomás 120 mmHg és a diasztolés vérnyomás 80 mmHg akkor a pulzus nyomás 40 mmHg. A pulzus nyomás fontos paraméter amely tükrözi az artériák rugalmasságát és a szív teljesítményét.
9.12. Mi az artériás közép nyomás hogyan hatarozható meg?, Az artériás közép nyomás (MAP - Mean Arterial Pressure) az artériás vérnyomás átlagos értékét jelenti egy teljes szívverés ciklus során.; Matematikailag a MAP a következőképpen számolható ki: MAP = Diasztolés vérnyomás + 1/3 * (Szisztolés vérnyomás - Diasztolés vérnyomás); Ez azt jelenti hogy a MAP figyelembe veszi a diasztolés nyomást és a pulzus nyomás egyharmadát. A MAP fontos paraméter amely tükrözi a szervek és szövetek perfúzióját és a keringési rendszer állapotát.
9.13. Értelmezze a Korotkov-hang keletkezeset es jelentőséget?, A Korotkov-hangok akkor keletkeznek amikor a vér újra elkezd áramlani az elzárt artérián keresztül egy Riva-Rocci vérnyomásmérő mandzsetta alatt. Amikor a mandzsetta nyomása csökken addig a pontig ahol a vér áramlása részlegesen helyreáll akkor a turbulens áramlás miatt hangok keletkeznek amelyeket Korotkov-hangoknak nevezünk. Ezek a hangok különböző fázisokban hallhatók és segítenek meghatározni a szisztolés és diasztolés vérnyomást. A Korotkov-hangok jelentősége abban rejlik hogy lehetővé teszik a vérnyomás pontos mérését és értékelését amely fontos klinikai információkat szolgáltat a keringési rendszer állapotáról.
9.14. Mit értünk auszkultációs módszer alatt?, Az auszkultációs módszer egy orvosi vizsgálati technika amely során a test belső hangjait hallgatjuk meg egy sztetoszkóp segítségével.; Ezt a módszert gyakran használják a szív tüdő és bélhangok vizsgálatára valamint a vérnyomás mérésére Riva-Rocci készülékkel.; Az auszkultáció lehetővé teszi az orvosok számára hogy értékeljék a szervek működését és felismerjék az esetleges rendellenességeket vagy betegségeket a hangok alapján.
9.15. Számítsa ki az artériás középnyomást ha a szisztolés vérnyomás 120 Hgmm a diasztolés vérnyomás pedig 90 Hgmm!, Az artériás középnyomás (MAP) kiszámolásához használjuk a következő képletet:; MAP = Diasztolés vérnyomás + 1/3 * (Szisztolés vérnyomás - Diasztolés vérnyomás); A megadott értékek alapján:; Szisztolés vérnyomás = 120 Hgmm; Diasztolés vérnyomás = 90 Hgmm; Tehát:; MAP = 90 + 1/3 * (120 - 90); MAP = 90 + 1/3 * 30; MAP = 90 + 10; MAP = 100 Hgmm.; Tehát az artériás középnyomás körülbelül 100 Hgmm.
9.16. Hány kPa-nak felel meg 120 Hgmm vérnyomás?, A vérnyomás átváltásához Hgmm-ről kPa-ra használhatjuk a következő átváltási tényezőt: 1 Hgmm ≈ 0.133322 kPa.; Tehát 120 Hgmm vérnyomás kPa-ban kifejezve: 120 Hgmm * 0.133322 kPa/Hgmm ≈ 15.99864 kPa.; Tehát 120 Hgmm vérnyomás körülbelül 16.0 kPa-nak felel meg.
9.17. Mekkora a térfogati áramerősség egy 20 cm² keresztmetszetű csőben 30 cm/s áramlási sebesség esetén?, A térfogati áramerősség (Q) kiszámolásához használjuk a következő képletet: Q = A * v; ahol A a keresztmetszeti terület négyzetméterben és v az áramlási sebesség méter per szekundumban.; A megadott értékek alapján:; Keresztmetszeti terület A = 20 cm² = 20 * 10^-4 m² = 0.002 m²; Áramlási sebesség v = 30 cm/s = 0.30 m/s; Q = 0.002 m² * 0.30 m/s = 0.0006 m³/s. tehát a térfogati áramerősség körülbelül 0.0006 köbméter per szekundum (m³/s).
9.18. gy cső sugara egy szakaszon az eredeti érték felére csökken. Hányszorosára változik a térfogati áramerősség ha az egyéb áramlási paraméterek változatlanok?, A térfogati áramerősség (Q) a keresztmetszeti terület (A) és az áramlási sebesség (v) szorzataként számolható ki: Q = A * v.; A keresztmetszeti terület egy kör alakú cső esetén A = π * r² ahol r a cső sugara.; Ha a cső sugara az eredeti érték felére csökken akkor az új sugár r_new = r_original / 2.; Az új keresztmetszeti terület pedig: A_new = π * (r_original / 2)² = π * (r_original² / 4) = A_original / 4.; Mivel az egyéb áramlási paraméterek változatlanok maradnak az áramlási sebesség is változatlan lesz.; Tehát az új térfogati áramerősség: Q_new = A_new * v = (A_original / 4) * v = Q_original / 4.; Ez azt jelenti hogy a térfogati áramerősség négyszeresére csökken ha a cső sugara az eredeti érték felére csökken.
9.19. Hányszorosára változik a pulzusnyomás ha a vérnyomás 130/100 Hgmm-ről 150/90 Hgmm-re módosul?, A pulzusnyomás (PP) a szisztolés és diasztolés vérnyomás közötti különbséget jelenti: PP = Szisztolés vérnyomás - Diasztolés vérnyomás.; Kezdeti vérnyomás: 130/100 Hgmm; Kezdeti pulzusnyomás: PP_initial = 130 - 100 = 30 Hgmm.; Módosult vérnyomás: 150/90 Hgmm; Módosult pulzusnyomás: PP_modified = 150 - 90 = 60 Hgmm.; A pulzusnyomás változásának aránya: Arány = PP_modified / PP_initial = 60 / 30 = 2.; Tehát a pulzusnyomás kétszeresére változik ha a vérnyomás 130/100 Hgmm-ről 150/90 Hgmm-re módosul.
10.01. Miért húzódnak a határ felületek a lehető legkisebbre?, A határfelületek azért húzódnak a lehető legkisebbre mert a folyadék molekulái közötti kohéziós erők hatására a rendszer energiáját minimalizálni próbálják.; A felületi feszültség miatt a folyadék molekulái a felületen belül erősebben vonzzák egymást mint a levegő vagy más közeg molekuláihoz így a folyadék igyekszik csökkenteni a felületi területet hogy minimalizálja az energiaveszteséget.; Ezért a folyadékok hajlamosak gömb alakot felvenni mivel a gömb rendelkezik a legkisebb felületi területtel adott térfogat mellett.
10.02. Milyen erők hatnak a folyadék belsejében es a felületen?, A folyadék belsejében a molekulák közötti kohéziós erők hatnak amelyek vonzzák egymást és fenntartják a folyadék szerkezetét. Ezek az erők egyensúlyban vannak a folyadék belsejében így a molekulák szabadon mozoghatnak egymáshoz képest.; A folyadék felületén azonban a molekulák nem rendelkeznek teljes körű kohéziós kapcsolatokkal mivel csak a folyadék belsejében lévő molekulákhoz vonzódnak míg a levegő vagy más közeg molekuláihoz nem.; Ezért a felületi molekulákra ható erők eredője lefelé irányul a folyadék belseje felé ami felületi feszültséget hoz létre és arra készteti a folyadékot hogy minimalizálja a felületi területet.
10.03. Adja mega felületi feszültség kétfajta értelmezését es mértékegységeit?, A felületi feszültség kétfajta értelmezése létezik: mechanikai és energetikai. A mechanikai értelmezés szerint a felületi feszültség az az erő amely egy egységnyi hosszúságú vonal mentén hat a folyadék felületén hogy ellenálljon a felületi terület növekedésének. Ennek mértékegysége newton per méter (N/m). Az energetikai értelmezés szerint a felületi feszültség az az energia amely szükséges egy egységnyi felületi terület növeléséhez a folyadékban. Ennek mértékegysége joule per négyzetméter (J/m²). Mindkét értelmezés ugyanazt a fizikai jelenséget írja le csak különböző szempontokból közelítik meg.
10.04. Mennyi munkát kell végezni hogy egy molekulát a folyadék belsejéből a felszínre hozzunk?, A munkát amelyet el kell végezni hogy egy molekulát a folyadék belsejéből a felszínre hozzunk a felületi feszültség és a molekula által elfoglalt felületi terület szorzataként számolhatjuk ki.; Ha A a molekula által elfoglalt felületi terület és γ a folyadék felületi feszültsége akkor a szükséges munka W a következőképpen adható meg: W = γ * A; Ez azt jelenti hogy minél nagyobb a felületi feszültség vagy a molekula által elfoglalt felületi terület; annál több munkát kell végezni a molekula felszínre hozásához.
10.05. Mekkora erőt kell kifejteni ha a folyadék felületet növelni szeretnénk?, A folyadék felületének növeléséhez kifejtendő erőt a felületi feszültség és a növelni kívánt felületi hosszúság szorzataként számolhatjuk ki.; Ha ΔL a felületi hosszúság növekedése és γ a folyadék felületi feszültsége akkor a szükséges erő F a következőképpen adható meg: F = γ * ΔL; Ez azt jelenti hogy minél nagyobb a felületi feszültség vagy a növelni kívánt felületi hosszúság annál nagyobb erőt kell kifejteni a felület növeléséhez.
10.06. Hogyan csökkenthető a felületi feszültség?, A felületi feszültség csökkenthető különböző módszerekkel például felületaktív anyagok (tenzidek) hozzáadásával amelyek csökkentik a molekulák közötti kohéziós erőket a folyadék felületén. Ezen kívül a hőmérséklet növelése is csökkentheti a felületi feszültséget mivel a molekulák mozgékonysága nő és a kohéziós erők gyengülnek. Továbbá a folyadék összetételének megváltoztatása (például oldott anyagok hozzáadása) szintén befolyásolhatja a felületi feszültséget.
10.07. Milyen fizikai paraméterektől függ a felületi feszültség?, A felületi feszültség több fizikai paramétertől függ; például a folyadék hőmérsékletétől; a folyadék összetételétől; a jelenlévő oldott anyagoktól; és a felületaktív anyagok (tenzidek) koncentrációjától. Általában a felületi feszültség csökken a hőmérséklet növekedésével mivel a molekulák mozgékonysága nő és a kohéziós erők gyengülnek. Ezen kívül a felületaktív anyagok hozzáadása jelentősen csökkentheti a felületi feszültséget mivel ezek az anyagok csökkentik a molekulák közötti kohéziós erőket a folyadék felületén.     
10.08. Milyen kísérletes eszközzel határozható meg a felületi feszültség?, A felületi feszültség meghatározására különböző kísérletes eszközök használhatók; például a Wilhelmy-lemez módszer amely során egy vékony lemezt merítenek a folyadékba és mérik a lemezre ható erőt; a du Nouy-féle gyűrű módszer amely során egy fémgyűrűt húznak ki a folyadék felszínéről és mérik a szükséges erőt; valamint a cseppforma analízis amely során egy csepp alakját elemzik hogy meghatározzák a felületi feszültséget. Ezek az eszközök lehetővé teszik a felületi feszültség pontos mérését különböző folyadékok esetén.
10.09. Milyen erők hatnak egy leszakadó folyadék cseppre?, Egy leszakadó folyadékcseppre több erő is hat; például a gravitációs erő amely lefelé húzza a cseppet; a felületi feszültség amely a csepp felületén belül hat és igyekszik minimalizálni a felületi területet; valamint a kohéziós erők amelyek a csepp molekulái között hatnak és fenntartják a csepp szerkezetét. Amikor a csepp eléri a kritikus méretet ahol a gravitációs erő meghaladja a felületi feszültség és kohéziós erők összegét; akkor leszakad a csepp a folyadék felszínéről.
10.10. Hogyan alkalmazzuk az abszolút mérési módszert?, Az abszolút mérési módszer alkalmazásakor közvetlenül mérjük a felületi feszültséget egy kísérletes eszközzel; például a Wilhelmy-lemez vagy a du Nouy-féle gyűrű módszerrel. A mérés során a folyadék felületére helyezzük az eszközt és mérjük a rá ható erőt amely a felületi feszültségből ered. Az így kapott erőértéket elosztjuk az eszköz felületének hosszúságával vagy kerületével hogy meghatározzuk a felületi feszültséget. Az abszolút mérési módszer előnye hogy közvetlen és pontos értéket ad a felületi feszültségről anélkül hogy összehasonlítást kellene végezni más anyagokkal.
10.11. Hogyan alkalmazzuk a relatív mérési módszert?, A relatív mérési módszer alkalmazásakor a felületi feszültséget egy ismert referencia anyag felületi feszültségéhez hasonlítjuk. Először mérjük meg a referencia anyag felületi feszültségét egy kísérletes eszközzel majd ugyanazzal az eszközzel mérjük meg a vizsgált folyadék felületi feszültségét.; Az így kapott értékeket összehasonlítjuk és kiszámoljuk a vizsgált folyadék felületi feszültségét a referencia anyag értékének arányában. A relatív mérési módszer előnye hogy egyszerűbb és gyorsabb lehetőség a felületi feszültség meghatározására különösen akkor ha nincs szükség abszolút pontosságra.
10.12. Mekkora a cseppentőpipetta sugara ha 3 cm³ térfogatú folyadék 84 cseppben folyik át rajta? A folyadék sűrűsége: ρ=1120 kg/m3 felületi feszültsége: σ=0.05 N/m gravitáció: g=9.81 m/s2., A cseppentőpipetta sugarának (r) meghatározásához először kiszámoljuk egy csepp térfogatát (V_drop):; V_drop = Total Volume / Number of Drops = 3 cm³ / 84 ≈ 0.0357 cm³ = 3.57 * 10^-8 m³.; A csepp térfogata egy gömb alakú csepp esetén a következőképpen számolható ki:; V_drop = (4/3) * π * r³.
10.13.Hány százalékos (g/100 cm³) az oldat ha 5 ml-ben 600 csepp folyik át a sztalagmóméteren és egy csepp 0.45 mg hatóanyagot tartalmaz?, A hatóanyag mennyiségét először kiszámoljuk:; Hatóanyag mennyisége = Number of Drops * Amount per Drop = 600 csepp * 0.45 mg/csepp = 270 mg = 0.27 g.; Az oldat térfogatát átváltjuk cm³-re:; Oldat térfogata = 5 ml = 5 cm³.; Az oldat koncentrációját (g/100 cm³) a következőképpen számoljuk ki:; Concentration = (Hatóanyag mennyisége / Oldat térfogata) * 100 = (0.27 g / 5 cm³) * 100 = 5.4 g/100 cm³.; Tehát az oldat koncentrációja körülbelül 5.4 g/100 cm³.
10.14. Egy folyadék abszolút viszkozitása 1.75 mPa·s és sűrűsége 2.4 g/cm³. Számítsa ki egy másik folyadék sűrűségét ha annak viszkozitása 3.12 mPa·s és az első folyadék 2-szer gyorsabban folyik át a viszkoziméteren mint a második!, A viszkozitás és sűrűség közötti kapcsolatot a következő képlet segítségével használhatjuk:; η1 / η2 = (ρ1 / ρ2) * (v2 / v1); ahol η1 és η2 az első és második folyadék viszkozitása; ρ1 és ρ2 az első és második folyadék sűrűsége; v1 és v2 az első és második folyadék áramlási sebessége.; Mivel az első folyadék 2-szer gyorsabban folyik át a viszkoziméteren mint a második ezért v1 / v2 = 2.; Átrendezve a képletet a második folyadék sűrűségének meghatározásához:; ρ2 = (η2 / η1) * (ρ1) * (v1 / v2)
10.15. Mennyi a 40%-os glicerinoldat vízre vonatkozó relatív viszkozitása ha sűrűsége 1104 kg/m³  átfolyási ideje 22.5 s a vízé pedig ρviz=1 g/cm3 tviz=7.2 s?, A relatív viszkozitás (η_rel) kiszámolásához használjuk a következő képletet:; η_rel = (η_solution / η_water) = (t_solution / t_water) * (ρ_solution / ρ_water); ahol η_solution és η_water a glicerinoldat és a víz viszkozitása; t_solution és t_water az átfolyási idők; ρ_solution és ρ_water a sűrűségek.; Behelyettesítve az ismert értékeket:; t_solution = 22.5 s; t_water = 7.2 s; ρ_solution = 1104 kg/m³ = 1.104 g/cm³; ρ_water = 1 g/cm³.; Tehát:; η_rel = (22.5 / 7.2) * (1.104 / 1) ≈ 3.125 * 1.104 ≈ 3.45.; Tehát a 40%-os glicerinoldat vízre vonatkozó relatív viszkozitása körülbelül 3.45.
10.16. Mekkora lesz egy csepp térfogata  ha: ny = 0.048 N/m felületi feszültség = 0.048 N/m sűrűség = 1200 kg/m³ a cseppentő pipetta sugara = 1.6 mm g = 9.81 m/s²?, A csepp térfogatát (V_drop) a következő képlet segítségével számolhatjuk ki:; V_drop = (2 * π * r * ny) / (ρ * g); ahol r a cseppentő pipetta sugara; ny a felületi feszültség; ρ a sűrűség; g a gravitációs gyorsulás.; Behelyettesítve az ismert értékeket:; r = 1.6 mm = 1.6 * 10^-3 m; ny = 0.048 N/m; ρ = 1200 kg/m³; g = 9.81 m/s².; Tehát:; V_drop = (2 * π * (1.6 * 10^-3 m) * 0.048 N/m) / (1200 kg/m³ * 9.81 m/s²) ≈ (4.83 * 10^-4 N·m) / (11772 kg/m²·s²) ≈ 4.1 * 10^-8 m³.; Tehát a csepp térfogata körülbelül 4.1 * 10^-8 köbméter (m³) vagy 41 mikroliter (µL).